_id,ltable_reviewid,rtable_id,ltable_title,ltable_artist,ltable_year,rtable_title,rtable_artist,rtable_year,label
542968,21140,98210,la di da di,battles,2015,la di da di,da klubb kings/da klubb kings,2001,0
485723,14196,245158,heaven is whenever,the hold steady,2010,heaven is whenever,the hold steady,2010,1
403731,10691,9264,the shepherd's dog,iron & wine,2007,the shepherd's dog,iron and wine,2007,1
419244,10316,47490,given to the rising,neurosis,2007,given to the rising,neurosis/neurosis,2007,1
488828,12026,142595,see you in magic,the night marchers,2008,see you in magic,the night marchers/the night marchers,2008,1
415956,22092,572694,live at third man records,scharpling & wurster,2016,live at third man records,the shins/the shins,2013,0
100431,16593,478036,oh holy molar,felix,2012,oh holy molar,felix (24)/felix (24),2012,1
33570,6921,525787,up all night,razorlight,2004,up all night,matt willis (2)/matt willis (2),2006,0
632624,9313,51024,bring that beat back,public enemy,2006,bring that beat back,don & johnson/don & johnson,2002,0
462495,10826,186308,threads rope spell making your bones,wzt hearts,2007,threads rope spell making your bones,wzt hearts/wzt hearts,2007,1
255027,21602,974992,the art of hustle,yo gotti,2016,the art of hustle,yo gotti,2016,1
456174,11686,733436,the best of,radiohead,2008,the best of,tic tac toe (2)/tic tac toe (2),2006,0
28848,4219,73929,the black album,jay z,2003,the black album,k-otix/k-otix,2003,0
137567,113,838768,all girl summer fun band,all girl summer fun band,2002,all girl summer fun band,all girl summer fun band/all girl summer fun band,2001,1
678063,12236,350775,the holy pictures,david holmes,2008,the holy pictures,david holmes/david holmes,2008,1
448879,11246,10241,in a cave,elf power,2008,in a cave,french toast/french toast,2005,0
166384,15558,348232,howl of the lonely crowd,comet gain,2011,howl of the lonely crowd,comet gain/comet gain,2011,1
531485,22016,754982,into the light,marisa anderson,2016,into the light,luca cassani/luca cassani/max'c/max'c,2010,0
252522,19324,955400,in the hollows,nat baldwin,2014,in the hollows,nat baldwin,2014,1
96411,7214,123571,hyacinths and thistles,the 6ths,2000,hyacinths and thistles,the 6ths/the 6ths,2000,1
89238,22331,1080480,becoming the beach boys: the complete hite & dorinda morgan sessions,the beach boys,2016,becoming the beach boys: the complete hite & dorinda morgan sessions,the beach boys/the beach boys,2016,1
197041,1270,483737,out of reach,can,2003,out of reach,jody wisternoff/jody wisternoff/jonathan mendelsohn/jonathan mendelsohn,2012,0
240859,10971,1080836,life goes on,trae,2007,life goes on,alessandro safina/alessandro safina/petra berger/petra berger,2007,0
366928,1834,219267,out of the ashes,jessi colter,2006,out of the ashes,defiance (2)/defiance (2),2002,0
51965,5225,549016,lost in revelry,the mendoza line,2002,lost in revelry,the mendoza line/the mendoza line,2002,1
557580,20606,927951,the real thing,faith no more,1989/2015,the real thing,avani/avani,2004,0
300892,5272,185889,live in japan,the microphones,2004,live in japan,do as infinity/do as infinity,2004,0
176355,4350,254482,the ultimate collection,michael jackson,2004,the ultimate collection,vaya con dios/vaya con dios,2006,0
552068,22016,557978,into the light,marisa anderson,2016,into the light,outcast project/outcast project,2001,0
176196,11371,295299,you are here,south,2008,you are here,+/- (plus / minus)/+/- (plus / minus),2003,0
357205,3086,122158,at war with the mystics,the flaming lips,2006,at war with the mystics,the flaming lips/the flaming lips,2006,1
35877,5715,464940,prepare to die,nate denver's neck,2002,prepare to die,various/various,2012,0
314500,2159,178271,the earth is blue,damon & naomi,2005,the earth is blue,damon & naomi/damon & naomi,2005,1
68399,1248,271384,call and response,call and response,2001,call and response,the bangs/the bangs,2002,0
58850,18689,1087043,free your mind,cut copy,2013,free your mind,ohsha kai/ohsha kai,2006,0
294862,9083,168185,be your own pet,be your own pet,2006,be your own pet,be your own pet,2006,1
613074,15793,948615,dreams come true,cant,2011,dreams come true,jeremias santiago/jeremias santiago/wanda felicia/wanda felicia,2004,0
555290,20378,814846,summer in pain,jimmy whispers,2015,summer in pain,jimmy whispers/jimmy whispers,2015,1
522648,301,4065,the seduction of claude debussy,art of noise,,the seduction of claude debussy,the art of noise/the art of noise,1999,1
592179,11886,290139,the triumphs and travails of orphan mae,laura veirs,2001/2006,the triumphs and travails of orphan mae,laura veirs,2001,1
142347,7481,416164,on the outside,starsailor,2005,on the outside,the marked men/the marked men,2004,0
41637,10329,90735,the narcotic story,oxbow,2007,the narcotic story,oxbow,2007,1
221028,15166,316280,new history warfare vol. 2: judges,colin stetson,2011,new history warfare vol. 2: judges,colin stetson/colin stetson,2011,1
43263,17321,491759,the bears for lunch,guided by voices,2012,the bears for lunch,guided by voices,2012,1
147655,15089,324114,headbangers in ecstasy,puro instinct,2011,headbangers in ecstasy,puro instinct,2011,1
387129,14537,300609,root for ruin,les savy fav,2010,root for ruin,les savy fav/les savy fav,2010,1
413710,11477,200629,the master's bedroom is worth spending a night in,thee oh sees,2008,the master's bedroom is worth spending a night in,thee oh sees/thee oh sees,2008,1
478231,13659,305775,molina and johnson,molina and johnson,2009,molina and johnson,jason molina/jason molina/will johnson/will johnson,2009,1
196552,18787,1071604,a christmas album,bright eyes,2013,a christmas album,michael crawford/michael crawford,1999,0
197862,16323,456346,go fly a kite,ben kweller,2012,go fly a kite,ben kweller/ben kweller,2012,1
259059,11686,1003131,the best of,radiohead,2008,the best of,modern talking/modern talking,2005,0
675733,13003,228254,i feel cream,peaches,2009,i feel cream,peaches/peaches,2009,1
345928,5709,743624,the lost tapes,nas,2002,the lost tapes,the legion/the legion,2014,0
300679,17480,493068,the mystery of heaven,jozef van wissem & jim jarmusch,2012,the mystery of heaven,jim jarmusch/jim jarmusch/jozef van wissem/jozef van wissem,2012,1
124268,21418,939630,where have you been all my life?,villagers,2016,where have you been all my life?,villagers (3)/villagers (3),2016,1
422804,10263,127952,the sun and the moon,the bravery,2007,the sun and the moon,the bravery/the bravery,2007,1
74577,18202,590795,watching movies with the sound off,mac miller,2013,watching movies with the sound off,mac miller/mac miller,2013,1
204119,18819,619048,the ancient tonalities of,ukkonen,2013,the ancient tonalities of,ukkonen/ukkonen,2013,1
560085,2418,245274,whiskey tango ghosts,tanya donelly,2004,whiskey tango ghosts,tanya donelly/tanya donelly,2004,1
148314,10352,3784,an end has a start,editors,2007,an end has a start,editors/editors,2007,1
141660,6352,14524,bit sand riders,pluramon,2000,bit sand riders,pluramon/pluramon,2000,1
259859,21873,1013555,eyes on the lines,steve gunn,2016,eyes on the lines,steve gunn/steve gunn,2016,1
611965,22427,1062565,return to love,lvl up,2016,return to love,lvl up/lvl up,2016,1
232207,3823,43394,out of nowhere,hepcat,1993/2004,out of nowhere,jimi tenor,2000,0
501212,2443,355921,what day is it?,bob drake,1994/2006,what day is it?,mike monday/mike monday,2005,0
68563,4350,724467,the ultimate collection,michael jackson,2004,the ultimate collection,dennis deyoung/dennis deyoung,1999,0
243065,22663,1115140,the early years 1965-1972,pink floyd,2016,the early years 1965-1972,pink floyd/pink floyd,2016,1
250383,22452,1088481,the deaner album,the dean ween group,2016,the deaner album,dean ween group/dean ween group,2016,1
409776,6186,327775,please believe it,the party of helicopters,2003,please believe it,the party of helicopters/the party of helicopters,2003,1
478808,19358,148024,do it again,"ryksopp, robyn",2014,do it again,john marks (2)/john marks (2),2005,0
113985,17937,570830,a quiet darkness,houses,2013,a quiet darkness,houses/houses,2013,1
60652,3659,222936,for the season,the gris gris,2005,for the season,the gris gris/the gris gris,2005,1
406097,6638,88077,thinking of you,bogdan raczynski,2005,thinking of you,status quo/status quo,2004,0
600151,7726,547928,the early years,sparrow,2005,the early years,umbra et imago/umbra et imago,2005,0
591551,2032,42035,dfa compilation #2,various artists,2004,dfa compilation #2,various/various,2004,1
406795,8117,4083,it's all around you,tortoise,2004,it's all around you,tortoise/tortoise,2004,1
72428,6152,143227,things are strange,panthers,2004,things are strange,panthers/panthers,2004,1
196844,3274,145464,rehearsing my choir,the fiery furnaces,2005,rehearsing my choir,the fiery furnaces/the fiery furnaces,2005,1
348901,3072,686126,songs we should have written,firewater,2003,songs we should have written,firewater (2)/firewater (2),2004,1
17935,9170,43836,victory for the comic muse,the divine comedy,2006,victory for the comic muse,the divine comedy/the divine comedy,2006,1
120352,7146,116339,low light dreams,signer,2002,low light dreams,signer/signer,2002,1
323610,7503,779906,oscillons from the anti-sun,stereolab,2005,oscillons from the anti-sun,stereolab/stereolab,2005,1
488720,4350,823349,the ultimate collection,michael jackson,2004,the ultimate collection,air supply/air supply,1999,0
323700,14665,315302,postcards from a young man,manic street preachers,2010,postcards from a young man,manic street preachers/manic street preachers,2011,1
417092,18519,723341,and i'll scratch yours,peter gabriel,2013,and i'll scratch yours,peter gabriel/peter gabriel,2013,1
164486,8784,538508,giving up the ghost,windsor for the derby,2005,giving up the ghost,gene loves jezebel/gene loves jezebel,2001,0
89923,5326,118534,menos el oso,minus the bear,2005,menos el oso,minus the bear/minus the bear,2005,1
348648,13430,339784,let it be,the beatles,1970/2009,let it be,baseball furies/baseball furies,2004,0
314224,3609,122211,keep it together,guster,2003,keep it together,alexis p. suter/alexis p. suter/glenn turner/glenn turner/revisionaries/revisionaries,1999,0
214341,16158,408847,attack on memory,cloud nothings,2012,attack on memory,cloud nothings/cloud nothings,2012,1
614567,5668,345182,the very best of,men's recovery project,2005,the very best of,gloria estefan,2006,0
654908,12649,496615,in the city,kevin rudolf,2008,in the city,ben sims/ben sims,2012,0
82278,14965,455120,in the house,tensnake,2010,in the house,joey negro/joey negro,2005,0
658195,12234,77784,all the way,growing,2008,all the way,craig david/craig david,2005,0
572026,11506,10245,gods of the earth,the sword,2008,gods of the earth,the sword,2008,1
618897,3577,33386,back to mine,groove armada,2010,back to mine,adam freeland/adam freeland,2005,0
275154,21785,932426,under the sun,mark pritchard,2016,under the sun,old growth,2008,0
426557,3739,134717,here be monsters,ed harcourt,2002,here be monsters,ed harcourt/ed harcourt,2001,1
433286,744,701036,"hands in the estuary, torso in the lake",black cat music,2001,"hands in the estuary, torso in the lake",black cat music/black cat music,2001,1
622845,3235,113780,inside of emptiness,john frusciante,2004,inside of emptiness,john frusciante/john frusciante,2004,1
404489,9472,114616,the crane wife,the decemberists,2006,the crane wife,the decemberists,2006,1
146661,2879,4202,the earth is not a cold dead place,explosions in the sky,2003,the earth is not a cold dead place,explosions in the sky,2003,1
329038,9981,1092794,turn the lights out,the ponys,2007,turn the lights out,charles feelgood/charles feelgood,2003,0
519290,11185,759369,the golden age,american music club,2008,the golden age,joel sarakula/joel sarakula,2012,0
573665,4553,1133384,on my way,ben kweller,2004,on my way,split lip rayfield,2017,0
301736,4076,477749,i need you,ill lit,2004,i need you,the hedrons/the hedrons,2006,0
165844,20606,32415,the real thing,faith no more,1989/2015,the real thing,terranova/terranova,2004,0
60243,4345,349335,telescopic eyes glance the future sick,john wilkes booze,2005,telescopic eyes glance the future sick,john wilkes booze/john wilkes booze,2005,1
178552,21548,139518,off the wall,michael jackson,1979/2016,off the wall,skillz/skillz,2003,0
189715,18084,561925,the eldritch dark,blood ceremony,2013,the eldritch dark,blood ceremony,2013,1
315716,20894,896496,you disgust me,gangrene,2015,you disgust me,gangrene (3),2015,1
243200,545,222218,call and response,bangs,2002,call and response,call and response/call and response,2001,0
320545,11143,205088,in her gentle jaws,the depreciation guild,2007,in her gentle jaws,the depreciation guild/the depreciation guild,2007,1
11906,2330,15027,she has no strings apollo,dirty three,2003,she has no strings apollo,dirty three/dirty three,2003,1
225238,11508,547132,live at the royal albert hall,the cinematic orchestra,2008,live at the royal albert hall,the levellers/the levellers,2009,0
483362,6919,154338,out of the shadow,rogue wave,2004,out of the shadow,rogue wave/rogue wave,2004,1
277212,10062,329911,time taunts me,lost in the trees,2007,time taunts me,lost in the trees/lost in the trees,2006,1
91835,3153,316118,...it falls apart,for stars,2004,...it falls apart,for stars/for stars,2004,1
646862,19501,749668,days of being wild,matt kivel,2014,days of being wild,matt kivel/matt kivel,2014,1
562814,10783,917156,live from austin tx,david byrne,2007,live from austin tx,asleep at the wheel/asleep at the wheel/bob wills & his texas playboys/bob wills & his texas playboys,2006,0
564522,20442,838917,welcome back to milk,du blonde,2015,welcome back to milk,du blonde/du blonde,2015,1
150472,5122,131880,now you know,doug martsch,2002,now you know,roy davis jr./roy davis jr.,2002,0
431847,16733,724366,the lost tapes,can,2012,the lost tapes,bee why/bee why,2013,0
145879,4350,947814,the ultimate collection,michael jackson,2004,the ultimate collection,katherine jenkins,2009,0
617032,21114,894633,things that grow,cara stacey,2015,things that grow,cara stacey,2015,1
361211,11686,793746,the best of,radiohead,2008,the best of,gamma ray,2015,0
162028,4076,1044895,i need you,ill lit,2004,i need you,dj weaver/dj weaver/jts/jts,2015,0
480270,8037,154687,so much for the city,the thrills,2003,so much for the city,the thrills/the thrills,2003,1
65905,17056,476281,meat and bone,the jon spencer blues explosion,2012,meat and bone,the jon spencer blues explosion/the jon spencer blues explosion,2012,1
669328,13894,250481,in the dark,the whigs,2010,in the dark,jay reatard/jay reatard,2007,0
533818,15433,344481,own your ghost,13 & god,2011,own your ghost,13 & god/13 & god,2011,1
446322,22236,1138831,blue rider songs,scott hirsch,2016,blue rider songs,scott hirsch,2016,1
238363,2003,193021,the third unheard: connecticut hip hop 1979-1983,various artists,2004,the third unheard: connecticut hip hop 1979-1983,various/various,2004,1
301739,12306,198586,city of refuge,castanets,2008,city of refuge,castanets/castanets,2008,1
432940,7002,154918,all your summer songs,saturday looks good to me,2003,all your summer songs,saturday looks good to me/saturday looks good to me,2003,1
394146,7248,337692,between the bridges,sloan,1999,between the bridges,sloan (2)/sloan (2),1999,1
428987,16,315309,hip hop and the world we live in,aceyalone,2003,hip hop and the world we live in,aceyalone/aceyalone,2002,1
371956,19611,1132922,in the wild,faltydl,2014,in the wild,tiggi hawke/tiggi hawke,2016,0
124746,7203,67602,school of the flower,six organs of admittance,2005,school of the flower,six organs of admittance/six organs of admittance,2005,1
222930,9024,309144,the dividing island,lansing-dreiden,2006,the dividing island,lansing-dreiden/lansing-dreiden,2006,1
544388,16236,71431,i love you,jason urick,2012,i love you,john creamer & stephane k/john creamer & stephane k/oliver twisted/oliver twisted,2001,0
234469,11508,525889,live at the royal albert hall,the cinematic orchestra,2008,live at the royal albert hall,nick cave & the bad seeds/nick cave & the bad seeds,2008,0
463166,4350,460185,the ultimate collection,michael jackson,2004,the ultimate collection,"earth, wind & fire",1999,0
199059,6612,589202,the further adventures of lord quas,quasimoto,2005,the further adventures of lord quas,quasimoto/quasimoto,2005,1
137462,4014,1127769,the ultimate collection,billie holiday,2005,the ultimate collection,black sabbath/black sabbath,2016,0
39267,8876,26821,the boy and the tree,susumu yokota,2002,the boy and the tree,susumu yokota/susumu yokota,2002,1
174123,21326,1062049,a new place 2 drown,archy marshall,2015,a new place 2 drown,archy marshall/archy marshall,2016,1
392544,19196,673822,"oh, common life",fireworks,2014,"oh, common life",fireworks (11)/fireworks (11),2014,1
485501,15476,861353,let love in,nick cave & the bad seeds,2011,let love in,jose nuñez/julia niko/shawnee taylor,2015,0
240277,18869,647055,the age of fracture,cymbals,2014,the age of fracture,cymbals (3)/cymbals (3),2014,1
297269,14135,558307,rough travel for a rare thing,bill callahan,2010,rough travel for a rare thing,bill callahan/bill callahan,2010,1
287182,18178,561692,excuse my french,french montana,2013,excuse my french,french montana/french montana,2013,1
557466,2024,640834,the american song-poem anthology,various artists,2003,the american song-poem anthology,various/various,2003,1
286235,22092,790300,live at third man records,scharpling & wurster,2016,live at third man records,king tuff/king tuff,2013,0
434641,17999,553501,access all arenas,justice,2013,access all arenas,justice (3)/justice (3),2013,1
455198,9922,605078,out of the blue,electric light orchestra,1977/2007,out of the blue,maysa leak/maysa leak,2002,0
414939,7769,100848,"chilltown, new york",erick sermon,2004,"chilltown, new york",erick sermon/erick sermon,2004,1
144815,20209,806069,you're better than this,pile,2015,you're better than this,pile (2)/pile (2),2015,1
40160,8026,596953,live from austin tx,richard thompson,2005,live from austin tx,susan tedeschi/susan tedeschi,2012,0
130126,9729,20286,hip hop is dead,nas,2006,hip hop is dead,nas/nas,2006,1
195530,2703,143992,the invisible man,mark eitzel,2001,the invisible man,mark eitzel/mark eitzel,2001,1
568956,22494,1085771,building a beginning,jamie lidell,2016,building a beginning,jamie lidell/jamie lidell,2016,1
279307,8987,167156,bottoms of barrels,tilly and the wall,2006,bottoms of barrels,tilly and the wall/tilly and the wall,2006,1
259411,1754,97013,she's in control,chromeo,2004,she's in control,chromeo/chromeo,2004,1
43415,1562,68244,comets on fire,comets on fire,2003,comets on fire,comets on fire,2001,1
252941,17095,482323,melody's echo chamber,melody's echo chamber,2012,melody's echo chamber,melody's echo chamber,2012,1
582653,2540,52188,the grey album,danger mouse,2004,the grey album,danger mouse/danger mouse,2004,1
129470,1503,594435,end of love,clem snide,2005,end of love,jack beats/jack beats,2011,0
26178,9869,72869,casually smashed to pieces,six parts seven,2007,casually smashed to pieces,the six parts seven/the six parts seven,2006,1
494579,2405,137161,heart and crime,julie doiron,2002,heart and crime,julie doiron/julie doiron,2002,1
237876,16756,448006,the cherry thing,"the thing, neneh cherry",2012,the cherry thing,neneh cherry/neneh cherry/the thing (2)/the thing (2),2012,1
82917,17847,541362,shaking the habitual,the knife,2013,shaking the habitual,the knife,2013,1
463092,18612,611881,big wheel and others,cass mccombs,2013,big wheel and others,cass mccombs,2013,1
267965,2659,741599,the gasoline age,east river pipe,1999,the gasoline age,east river pipe/east river pipe,1999,1
107534,5361,51544,building nothing out of something,modest mouse,2000,building nothing out of something,modest mouse,1999,1
305277,19568,718936,end times undone,david kilgour and the heavy eights,2014,end times undone,david kilgour/david kilgour/the heavy eights/the heavy eights,2014,1
550246,15129,315561,underneath the pine,toro y moi,2011,underneath the pine,toro y moi,2011,1
257221,5917,409480,wrath of circuits,the nein,2005,wrath of circuits,the nein/the nein,2005,1
316642,9301,69725,so this is goodbye,junior boys,2006,so this is goodbye,junior boys,2006,1
350519,14197,240253,"the fear is excruciating, but therein lies the answer",red sparowes,2010,"the fear is excruciating, but therein lies the answer",red sparowes/red sparowes,2010,1
583004,15297,329032,the family sign,atmosphere,2011,the family sign,atmosphere (2)/atmosphere (2),2011,1
231341,3976,209964,almost killed me,the hold steady,2004,almost killed me,the hold steady,2004,1
602839,19511,721030,whoop dee doo,the muffs,2014,whoop dee doo,the muffs/the muffs,2014,1
216407,13165,876357,"lose your illusion, too",mannequin men,2009,"lose your illusion, too",mannequin men/mannequin men,2009,1
393157,20902,869750,love is free,"robyn, la bagatelle magique",2015,love is free,robyn & la bagatelle magique/robyn & la bagatelle magique,2015,1
381151,12098,282194,nothing is precious enough for us,death vessel,2008,nothing is precious enough for us,death vessel/death vessel,2008,1
380140,9513,40242,xan valleys ep,klaxons,2006,xan valleys ep,klaxons/klaxons,2006,1
455110,9607,140358,be he me,annuals,2006,be he me,annuals/annuals,2006,1
295449,12078,844912,new york city,brazilian girls,2008,new york city,alex m.o.r.p.h.,2013,0
11929,16245,1099929,keep it together,the doozer,2012,keep it together,sonna/sonna,2016,0
89345,10672,96396,pieces of peace,pieces of peace,2007,pieces of peace,pieces of peace/pieces of peace,2007,1
638345,21778,1007949,"flutes, echoes, it's all happening!",carlos nio & friends,2016,"flutes, echoes, it's all happening!",carlos niño,2016,1
458210,10579,109833,places like this,architecture in helsinki,2007,places like this,architecture in helsinki/architecture in helsinki,2007,1
570075,6118,444919,the aether eater,odawas,2005,the aether eater,odawas/odawas,2005,1
138207,2830,223452,a man under the influence,alejandro escovedo,2001,a man under the influence,alejandro escovedo/alejandro escovedo,2001,1
394680,9118,105296,puzzles like you,mojave 3,2006,puzzles like you,mojave 3/mojave 3,2006,1
394999,17665,346157,through the window,prurient,2013,through the window,saycet/saycet,2010,0
4726,4878,227638,sea to shining sea,love as laughter,2001,sea to shining sea,love as laughter/love as laughter,2001,1
54675,12398,195859,with blasphemy so heartfelt,jessica lea mayfield,2008,with blasphemy so heartfelt,jessica lea mayfield/jessica lea mayfield,2008,1
268650,8491,53565,pawn shoppe heart,the von bondies,2004,pawn shoppe heart,the von bondies/the von bondies,2004,1
431121,1748,30686,underachievers please try harder,camera obscura,2004,underachievers please try harder,camera obscura/camera obscura,2003,1
349699,11283,188148,love is real,john maus,2007,love is real,john maus/john maus,2007,1
128140,10469,118730,those the brokes,the magic numbers,2007,those the brokes,the magic numbers,2006,1
644599,12669,106155,keep it hid,dan auerbach,2009,keep it hid,dan auerbach/dan auerbach,2009,1
352782,19912,760336,let's cry and do pushups at the same time,torn hawk,2014,let's cry and do pushups at the same time,torn hawk/torn hawk,2014,1
598762,16223,881952,born to die,lana del rey,2012,born to die,n./n.,1999,0
253759,13047,323936,the spinning top,graham coxon,2009,the spinning top,graham coxon,2009,1
307364,20238,998871,live at third man records,parquet courts,2015,live at third man records,death from above 1979/death from above 1979,2016,0
587087,5046,9384,the dream of a modern day,mahogany,2000,the dream of a modern day,mahogany (2)/mahogany (2),2000,1
17841,1123,97686,fire in the hole,brand nubian,2004,fire in the hole,brand nubian/brand nubian,2004,1
673130,7726,949278,the early years,sparrow,2005,the early years,elvis presley/elvis presley,2006,0
117307,6033,668879,the blue album,orbital,2004,the blue album,the queens birthday/the queens birthday,2005,0
278406,7486,564526,two against nature,steely dan,2000,two against nature,steely dan/steely dan,2000,1
71734,2551,1107832,sleep no more,dj signify,2004,sleep no more,jack savoretti/jack savoretti,2016,0
187094,2794,32570,drawn from life,"brian eno, dj j. peter schwalm",2001,drawn from life,brian eno/brian eno/j. peter schwalm/j. peter schwalm,2001,1
657502,15112,320430,end it all,beans,2011,end it all,beans/beans,2011,1
337571,7810,156788,always never again,supersystem,2005,always never again,supersystem/supersystem,2005,1
481004,11315,82911,no disco future,melchior productions,2007,no disco future,melchior productions/melchior productions,2007,1
491836,16236,205616,i love you,jason urick,2012,i love you,ilse delange/ilse delange,2007,0
548787,18220,569709,one true vine,mavis staples,2013,one true vine,mavis staples,2013,1
226082,1502,145334,a beautiful ep,clem snide,2003,a beautiful ep,clem snide/clem snide,2003,1
286603,18470,595570,the electric lady,janelle mone,2013,the electric lady,janelle monáe/janelle monáe,2013,1
38442,15025,288052,the heart of the nightlife,kisses,2010,the heart of the nightlife,kisses/kisses,2010,1
286338,15750,723532,figure it out,ps i love you,2011,figure it out,royal blood (6)/royal blood (6),2014,0
413712,22628,1101847,patterns of light,his name is alive,2016,patterns of light,his name is alive/his name is alive,2016,1
169892,22617,1133247,the madness of many,animals as leaders,2016,the madness of many,animals as leaders,2016,1
590185,21353,953258,hitnrun phase two,prince,2015,hitnrun phase two,prince/prince,2015,1
129090,2834,1010898,the long goodbye,the essex green,2003,the long goodbye,paul brady/paul brady,2000,0
399760,10992,506418,gangsta grillz: the album,dj drama,2007,gangsta grillz: the album,dj drama/dj drama,2007,1
299620,15674,425131,organ music not vibraphone like i'd hoped,moonface,2011,organ music not vibraphone like i'd hoped,moonface (2)/moonface (2),2011,1
433390,9188,198831,a call and response,the longcut,2006,a call and response,the longcut/the longcut,2006,1
467791,4219,703009,the black album,jay z,2003,the black album,john duncan/john duncan/masami akita/masami akita,2014,0
345041,7467,287052,built on squares,starlight mints,2003,built on squares,starlight mints/starlight mints,2003,1
195528,9000,82969,springtime can kill you,jolie holland,2006,springtime can kill you,jolie holland/jolie holland,2006,1
346853,12634,224748,decent work for decent pay,diplo,2009,decent work for decent pay,diplo/diplo,2009,1
285799,11247,498608,angels of destruction!,marah,2008,angels of destruction!,marah/marah,2008,1
680755,20051,454318,live in dublin,leonard cohen,2014,live in dublin,bruce springsteen/the sessions band,2007,0
649681,21270,965345,my name is,doug hream blunt,2015,my name is,hollysiz/hollysiz,2013,0
350855,19456,699897,the air between words,martyn,2014,the air between words,martyn/martyn,2014,1
488499,14833,249798,live in japan,fenn o'berg,2010,live in japan,the sharks/the sharks,2002,0
437547,11009,879310,the captain's table,ham1,2008,the captain's table,ham1/ham1,2007,1
20466,12952,536443,remind me where the light is,great northern,2009,remind me where the light is,great northern,2009,1
7389,22347,654582,away with you,mary halvorson,2016,away with you,emilio (4)/emilio (4),2011,0
563228,17784,530528,abandon all life,nails,2013,abandon all life,nails/nails,2013,1
33726,4846,162662,the strangest things,longwave,2003,the strangest things,longwave/longwave,2003,1
379181,17156,543224,dependent and happy,ricardo villalobos,2012,dependent and happy,ricardo villalobos/ricardo villalobos,2012,1
253801,18862,651086,"so long, see you tomorrow",bombay bicycle club,2014,"so long, see you tomorrow",bombay bicycle club,2014,1
301567,15988,381504,total decay ep,the soft moon,2011,total decay ep,the soft moon/the soft moon,2011,1
33530,14666,24095,you are not alone,mavis staples,2010,you are not alone,modern talking/modern talking,1999,0
543151,10711,137186,random spirit lover,sunset rubdown,2007,random spirit lover,sunset rubdown/sunset rubdown,2007,1
31927,5272,1069161,live in japan,the microphones,2004,live in japan,marty friedman/marty friedman,2007,0
274994,14666,857385,you are not alone,mavis staples,2010,you are not alone,sunlight project,2015,0
465753,17294,509195,vicious lies and dangerous rumors,big boi,2012,vicious lies and dangerous rumors,big boi,2012,1
426575,10719,195254,the scene of the crime,bettye lavette,2007,the scene of the crime,bettye lavette/bettye lavette,2007,1
148792,12234,812587,all the way,growing,2008,all the way,kj (4)/kj (4)/zed bias/zed bias,1999,0
401414,13238,319407,so far gone,drake,2009,so far gone,james blunt/james blunt,2010,0
581012,6327,1073742,black market music,placebo,2000,black market music,placebo/placebo,2000,1
604740,4847,168729,there's a fire,longwave,2005,there's a fire,longwave/longwave,2005,1
211837,15669,376649,famous first words,viva brother,2011,famous first words,viva brother/viva brother,2011,1
441665,18689,57790,free your mind,cut copy,2013,free your mind,celeda/celeda,2002,0
571546,10943,234201,dark on fire,turin brakes,2007,dark on fire,turin brakes,2007,1
609817,1512,46341,walking with thee,clinic,2002,walking with thee,clinic/clinic,2001,1
20463,15948,1140563,follow your heart,cubic zirconia,2011,follow your heart,ross hammond (2),2017,0
681562,12843,100961,take my breath away,gui boratto,2009,take my breath away,emma bunton,2001,0
640177,1776,110630,san francisco's still doomed,crime,2004,san francisco's still doomed,crime (2)/crime (2),2004,1
66735,16238,408943,six cups of rebel,lindstrm,2012,six cups of rebel,lindstrøm/lindstrøm,2012,1
641708,12835,58140,fist of god,mstrkrft,2009,fist of god,mstrkrft/mstrkrft,2009,1
143547,15919,829957,the abandoned lullaby,icebird,2011,the abandoned lullaby,icebird (3)/icebird (3),2011,1
260419,8165,113835,dream signals in full circles,tristeza,2011,dream signals in full circles,tristeza/tristeza,2000,1
436628,19679,1101033,blaze of glory,game theory,1982/2014,blaze of glory,the white shadow/the white shadow,2016,0
523306,22352,1052081,the serious ep,bibio,2016,the serious ep,bibio/bibio,2016,1
95085,15976,474209,for the glory,nacho picasso,2011,for the glory,blue sky black death/blue sky black death/nacho picasso/nacho picasso,2011,0
295844,4127,9245,our endless numbered days,iron & wine,2004,our endless numbered days,iron and wine,2004,1
84733,21216,965423,the incredible true story,logic,2015,the incredible true story,logic (27),2015,1
113686,18019,559188,no one dances quite like my brothers,vr,2013,no one dances quite like my brothers,vår (2)/vår (2),2013,1
652240,7972,443596,out of nowhere,jimi tenor,2013,out of nowhere,dj mastra/dj mastra/jon donson/jon donson,2011,0
192215,21247,921855,know it all,alessia cara,2015,know it all,alessia cara/alessia cara,2015,1
63246,13107,303552,born on flag day,deer tick,2009,born on flag day,deer tick,2009,1
453432,10359,9974,we the best,dj khaled,2007,we the best,dj khaled/dj khaled/terror squad/terror squad,2007,1
659692,20266,846114,if i kill this thing we're all going to eat for a week,lieutenant,2015,if i kill this thing we're all going to eat for a week,lieutenant (5),2015,1
235676,18132,560673,between two selves,octo octa,2013,between two selves,octo octa/octo octa,2013,1
46251,3314,424164,let it die,feist,2004,let it die,feist/feist,2004,1
127950,15606,352076,whatever's on your mind,gomez,2011,whatever's on your mind,gomez,2011,1
479055,22132,242588,things fall apart,the roots,1999,things fall apart,skincage/skincage,2007,0
